mongoId,title,year
6989a4dd10805f5685d67011,"Diary: Clarkson Butterworth, born 1826, died 1916. A Quaker who lived most of his life in Clinton and Warren counties, Ohio. He died in Oregon",2000
6989a4dd10805f5685d67013,The Wonderful Wizard of Oz (Troll Illustrated Classics),2000
6989a4dd10805f5685d67014,The Dispossessed,2000
6989a4dd10805f5685d67015,Almost Innocent (Random House Large Print),2000
6989a4dd10805f5685d67017,Falling Stars (Shooting Stars),2000
6989a4dd10805f5685d67018,the illustrated man,2000
6989a4dd10805f5685d67019,Cruel Doubt,2000
6989a4dd10805f5685d6701a,Petals on the Wind,2000
6989a4dd10805f5685d6701b,Snow White and the Seven Dwarfs: A Read-Aloud Storybook,2000
6989a4dd10805f5685d6701d,All About Love,2000
6989a4dd10805f5685d6701e,Damia (Rowan/Damia Series),2000
6989a4dd10805f5685d6701f,"The Best Democracy Money Can Buy: The Truth About Corporate Cons, Globalization, & High-Finance Fraudsters",2000
6989a4dd10805f5685d67021,Storm,2000
6989a4dd10805f5685d67023,Foundation and Earth,2000
6989a4dd10805f5685d67024,Twins: And What They Tell Us About Who We Are,2000
6989a4dd10805f5685d67026,Brain Child,2000
6989a4dd10805f5685d67027,The Haj,2000
6989a4dd10805f5685d67029,Last Breath: The Limits of Adventure,2000
6989a4dd10805f5685d6702a,The Infinite Plan : A Novel,2000
6989a4dd10805f5685d6702b,Recessional,2000
6989a4dd10805f5685d6702d,Confessions of a Failed Southern Lady,2000
6989a4dd10805f5685d6702f,The Princess: The Bride Quest #1,2000
6989a4dd10805f5685d67031,Teacher's Pet (Puppy Patrol),2000
6989a4dd10805f5685d67033,Desperado (Silhouette Desire),2000
6989a4dd10805f5685d67035,"In This Mountain (The Mitford Years, Book 7)",2000
6989a4dd10805f5685d67036,"So You Want to Be a Wizard: Young Wizard Series, Book 1",2000
6989a4dd10805f5685d67038,Bringing Down the House: The Inside Story of Six M.I.T. Students Who Took Vegas for Millions,2000
6989a4dd10805f5685d6703a,Evensong,2000
6989a4dd10805f5685d6703b,Witch Child (Turtleback School & Library Binding Edition),2000
6989a4dd10805f5685d6703d,Garden of Lies,2000
6989a4dd10805f5685d6703e,Tempted (Book Club Edition),2000
6989a4dd10805f5685d67040,"Snagged (Regan Reilly Mystery Series, Book 2)",2000
6989a4dd10805f5685d67041,Heretics Of Dune,2000
6989a4dd10805f5685d67042,"The Girl Who Cried Monster (Goosebumps, No. 8)",2000
6989a4dd10805f5685d67043,"War of the Twins (DragonLance Legends, Vol 2)",2000
6989a4dd10805f5685d67044,WILDERNESS: A Tale of the Civil War,2000
6989a4dd10805f5685d67046,Sins of the Fathers: Based on the Oblivion (The World of Darkness Wraith),2000
6989a4dd10805f5685d67048,The Wild Blue,2000
6989a4dd10805f5685d67049,Dear Mr. Henshaw,2000
6989a4dd10805f5685d6704a,Rosencrantz & Guildenstern Are Dead: A Play in Three Acts,2000
6989a4dd10805f5685d6704c,Possessions,2000
6989a4dd10805f5685d6704e,Lady Be Good: Erotic Love Stories by Naiad Press Authors,2000
6989a4dd10805f5685d67050,Comme Un Roman,2000
6989a4dd10805f5685d67052,The Sexual Life of Catherine M.,2000
6989a4dd10805f5685d67054,Rebecca's Tale,2000
6989a4dd10805f5685d67056,Small Vices,2000
6989a4dd10805f5685d67057,Circle Of Stones,2000
6989a4dd10805f5685d67059,Flint,2000
6989a4dd10805f5685d6705b,Demian (Spanish Edition),2000
6989a4dd10805f5685d6705c,Dark of the moon,2000
6989a4dd10805f5685d6705e,Wayside School Gets A Little Stranger,2000
6989a4dd10805f5685d6705f,Highlander(TM): Zealot (Highlander (Warner)),2000
6989a4dd10805f5685d67061,Shadow Baby,2000
6989a4dd10805f5685d67062,Dancing in the Light,2000
6989a4dd10805f5685d67063,RINGWORLD ENGINEERS,2000
6989a4dd10805f5685d67064,Sisters: A Celebration (Miniature Editions),2000
6989a4dd10805f5685d67065,Amanda's Wedding,2000
6989a4dd10805f5685d67067,Shadow Puppets (Turtleback School & Library Binding Edition) (Ender's Shadow),2000
6989a4dd10805f5685d67068,"Persuader (Jack Reacher, No. 7)",2000
6989a4dd10805f5685d6706a,One day in the life of Ivan Denisovich (Praeger paberbacks),2000
6989a4dd10805f5685d6706c,Little men : life at Plumfield with Jo's boys,2000
6989a4dd10805f5685d6706e,The Electric Kool-Aid Acid Test,2000
6989a4dd10805f5685d6706f,Private Parts,2000
6989a4dd10805f5685d67070,Crystal (Orphans Novellas 2),2000
6989a4dd10805f5685d67072,Jim the Boy,2000
6989a4dd10805f5685d67074,Room with a View (Bantam Classic),2000
6989a4dd10805f5685d67075,We,2000
6989a4dd10805f5685d67077,Nobody's Fool,2000
6989a4dd10805f5685d67079,Ravished,2000
6989a4dd10805f5685d6707b,Twice Shy,2000
6989a4dd10805f5685d6707d,Payback: A Mystery,2000
6989a4dd10805f5685d6707f,The Chronicles of Pern: First Fall,2000
6989a4dd10805f5685d67080,Donnie Brasco: Unfinished Business,2000
6989a4dd10805f5685d67082,Ghost Stories (Story library),2000
6989a4dd10805f5685d67084,The Takeover,2000
6989a4dd10805f5685d67086,One Day at Horrorland (Goosebumps Series),2000
6989a4dd10805f5685d67087,SURRENDER,2000
6989a4dd10805f5685d67088,A Farewell To Arms,2000
6989a4dd10805f5685d67089,Dark Prince,2000
6989a4dd10805f5685d6708b,Hinds' Feet on High Places,2000
6989a4dd10805f5685d6708d,In Her Defense (Harlequin Superromance No. 1288),2000
6989a4dd10805f5685d6708f,The Five Love Languages: The Secret to Love that Lasts,2000
6989a4dd10805f5685d67091,Remote Control,2000
6989a4dd10805f5685d67093,Christmas Carol (Ladybird Classics),2000
6989a4dd10805f5685d67094,elizabeth,2000
6989a4dd10805f5685d67095,Silent Spring,2000
6989a4dd10805f5685d67097,RED LEAVES,2000
6989a4dd10805f5685d67099,Travels,2000
6989a4dd10805f5685d6709b,The Beet Queen (G K Hall Large Print Book Series),2000
6989a4dd10805f5685d6709c,Anonymous Rex,2000
6989a4dd10805f5685d6709e,Fatal Terrain,2000
6989a4dd10805f5685d6709f,Aftershocks,2000
6989a4dd10805f5685d670a1,The Immaculate Deception,2000
6989a4dd10805f5685d670a3,"The Heartbreaker (Harlequin Temptation, No 642)",2000
6989a4dd10805f5685d670a4,The Grey King,2000
6989a4dd10805f5685d670a6,A Greek God at the Ladies' Club,2000
6989a4dd10805f5685d670a8,Sharp Edges,2000
6989a4dd10805f5685d670aa,Book,2000
6989a4dd10805f5685d670ab,Adventures of Sherlock Holmes,2000
6989a4dd10805f5685d670ad,Hotel World,2000
6989a4dd10805f5685d670af,The Mystery of the Cupboard,2000
6989a4dd10805f5685d670b0,Scientific Progress Goes 'Boink': A Calvin and Hobbes Collection,2000
6989a4dd10805f5685d670b1,Anastasia: The Riddle of Anna Anderson,2000
6989a4dd10805f5685d670b3,The Pledge,2000
6989a4dd10805f5685d670b5,Fiona Range,2000
6989a4dd10805f5685d670b7,"DEAD MAN'S WALK (LONESOME DOVE, PREQUEL)",2000
6989a4dd10805f5685d670b8,Coldheart Canyon: A Hollywood Ghost Story,2000
6989a4dd10805f5685d670ba,Beautiful Dreamer,2000
6989a4dd10805f5685d670bc,The harbor,2000
6989a4dd10805f5685d670be,Sin Killer: Volume 1 of The Berrybender Narratives,2000
6989a4dd10805f5685d670bf,People of the Fire,2000
6989a4dd10805f5685d670c0,Best Kept Secrets (Sepia),2000
6989a4dd10805f5685d670c2,Back Story,2000
6989a4dd10805f5685d670c3,The Paperboy,2000
6989a4dd10805f5685d670c5,The Enchanted Land (Romance Alive),2000
6989a4dd10805f5685d670c6,"Blood games: A novel of historical horror, third in the Count de Saint-Germain series",2000
6989a4dd10805f5685d670c8,Wired: The Short Life and Fast Times of John Belushi,2000
6989a4dd10805f5685d670ca,Songlines,2000
6989a4dd10805f5685d670cc,Code Name: Werewolf,2000
6989a4dd10805f5685d670ce,The Good German: A Novel,2000
6989a4dd10805f5685d670d0,Death: Good Answers to Tough Questions About,2000
6989a4dd10805f5685d670d2,When Night Falls (Silhouette Intimate Moments),2000
6989a4dd10805f5685d670d4,The Quiet American,2000
6989a4dd10805f5685d670d6,Seduction (Arabesque),2000
6989a4dd10805f5685d670d7,Death comes for the Archbishop,2000
6989a4dd10805f5685d670d8,Banker,2000
6989a4dd10805f5685d670da,"Deceptions: Stranger in the Night, Hope, the Beach House",2000
6989a4dd10805f5685d670dc,Love With the Proper Husband,2000
6989a4dd10805f5685d670de,Little Girl Lost,2000
6989a4dd10805f5685d670e0,Prime Time: The Lobels' Guide to Great Grilled Meats (Complete Idiots Guide),2000
6989a4dd10805f5685d670e1,Her Mother's Daughter: A Novel,2000
6989a4dd10805f5685d670e3,Hangman (SIGNED),2000
6989a4dd10805f5685d670e5,The Blue Hour,2000
6989a4dd10805f5685d670e6,Jack and Jill: A Village Story (Illustrated),2000
6989a4dd10805f5685d670e7,Undone,2000
6989a4dd10805f5685d670e9,Where the Sidewalk Ends: Poems and Drawings,2000
6989a4dd10805f5685d670eb,Meditations,2000
6989a4dd10805f5685d670ec,The Fulfillment,2000
6989a4dd10805f5685d670ed,The Memoirs of Cleopatra: A Novel,2000
6989a4dd10805f5685d670ee,Dead End,2000
6989a4dd10805f5685d670f0,Heartland,2000
6989a4dd10805f5685d670f1,Amazing Grace,2000
6989a4dd10805f5685d670f3,Kentucky Sunrise,2000
6989a4dd10805f5685d670f4,The Long Winter,2000
6989a4dd10805f5685d670f5,Titan: The Fighting Fantasy World,2000
6989a4dd10805f5685d670f7,Picture Perfect (Charmed),2000
6989a4dd10805f5685d670f8,Coming of Age in Mississippi,2000
6989a4dd10805f5685d670fa,Promise Me Forever,2000
6989a4dd10805f5685d670fb,comes the blind fury,2000
6989a4dd10805f5685d670fc,Wish You Were Here: A Novel,2000
6989a4dd10805f5685d670fd,Dominion,2000
6989a4dd10805f5685d670ff,Kitchen Privileges: Memoirs of a Bronx Girlhood,2000
6989a4dd10805f5685d67101,The Fourth Perimeter,2000
6989a4dd10805f5685d67102,Money (Mighty Math),2000
6989a4dd10805f5685d67104,Race Against Time (CBC Massey Lectures Series),2000
6989a4dd10805f5685d67106,Charms for the Easy Life,2000
6989a4dd10805f5685d67107,Just As I Am: Americans with Disabilities,2000
6989a4dd10805f5685d67109,Love Songs,2000
6989a4dd10805f5685d6710b,Aladdin: The Magic Name in Lamps- Aladdin Kerosene Mantle Lamps / Aladdin Electric Lamps / Alacite By Aladdin,2000
6989a4dd10805f5685d6710d,Palindrome,2000
6989a4dd10805f5685d6710e,Soul of the Fire (Sword of Truth Series),2000
6989a4dd10805f5685d6710f,Dakota: An autobiography of a cowman,2000
6989a4dd10805f5685d67111,Stephen Coonts' Deep Black,2000
6989a4dd10805f5685d67112,The Last Promise,2000
6989a4dd10805f5685d67114,Written on the Body: The Tattoo in European and American History,2000
6989a4dd10805f5685d67116,Hummingbird,2000
6989a4dd10805f5685d67118,Unnatural Selections,2000
6989a4dd10805f5685d6711a,Chameleon,2000
6989a4dd10805f5685d6711c,Nimitz Class,2000
6989a4dd10805f5685d6711e,Do No Harm,2000
6989a4dd10805f5685d67120,Probable Cause (Silhouette Intimate Moments),2000
6989a4dd10805f5685d67122,The ghostway: The door into darkness,2000
6989a4dd10805f5685d67123,"House Corrino (Dune: House Trilogy, Book 3)",2000
6989a4dd10805f5685d67124,Riley in the Morning,2000
6989a4dd10805f5685d67126,Millennium,2000
6989a4dd10805f5685d67128,"Betrayal (The Secret Diaries, Vol 2)",2000
6989a4dd10805f5685d6712a,Federation,2000
6989a4dd10805f5685d6712c,Collected Stories (Everyman's Library),2000
6989a4dd10805f5685d6712d,The Gazebo: A Miss Silver Mystery,2000
6989a4dd10805f5685d6712f,Falling Backwards: An Exploration of Trust and Self-Experience (Norton Professional Books),2000
6989a4dd10805f5685d67131,"Mission : Make - Over (Harlequin Presents, 2158)",2000
6989a4dd10805f5685d67132,A Raisin in the Sun: The Unfilmed Original Screenplay,2000
6989a4dd10805f5685d67134,Blood Brothers,2000
6989a4dd10805f5685d67136,Hotel Du Lac,2000
6989a4dd10805f5685d67138,Way of the Peaceful Warrior: A Book That Changes Lives,2000
6989a4dd10805f5685d6713a,Tess of the Durbervilles,2000
6989a4dd10805f5685d6713b,The Lover: Cherokee Warriors,2000
6989a4dd10805f5685d6713d,The Moon Is a Harsh Mistress,2000
6989a4dd10805f5685d6713e,Bard: The Odyssey of the Irish (Celtic World of Morgan Llywelyn),2000
6989a4dd10805f5685d67140,The Woman Who Walked into Doors,2000
6989a4dd10805f5685d67141,THE MEMBER OF THE WEDDING,2000
6989a4dd10805f5685d67142,When Darkness Falls,2000
6989a4dd10805f5685d67143,"An Unsuitable Job for a Woman (Cordelia Gray Mysteries, No. 1)",2000
6989a4dd10805f5685d67144,Solo: The story of an African wild dog puppy and her pack,2000
6989a4dd10805f5685d67146,My Life,2000
6989a4dd10805f5685d67148,Wasted: The Story of My Son's Drug Addiction,2000
6989a4dd10805f5685d6714a,K-Pax,2000
6989a4dd10805f5685d6714c,Twelfth Night (Shakespeare Made Easy),2000
6989a4dd10805f5685d6714d,Lord Jim: A tale (A Heron Books collection),2000
6989a4dd10805f5685d6714e,Freckle Juice,2000
6989a4dd10805f5685d6714f,Time Enough for Love,2000
6989a4dd10805f5685d67150,Sister Carrie (The Dollar library of American fiction),2000
6989a4dd10805f5685d67152,Confession: Doorway to Forgiveness,2000
6989a4dd10805f5685d67154,Irish Eyes (Palisades Pure Romance),2000
6989a4dd10805f5685d67156,Anne Frank's Tales from the Secret Annex,2000
6989a4dd10805f5685d67157,The Jewels of Tessa Kent,2000
6989a4dd10805f5685d67159,The crossing,2000
6989a4dd10805f5685d6715a,Above and Beyond: 365 Meditations for Transcending Chronic Pain and Illness,2000
6989a4dd10805f5685d6715c,"Close to You (Lost Texas Hearts, Book 3)",2000
6989a4dd10805f5685d6715d,Wicked Forest (De Beers Family 2),2000
6989a4dd10805f5685d6715e,The Autograph Man,2000
6989a4dd10805f5685d67160,Hunting Season: An Anna Pigeon Novel,2000
6989a4dd10805f5685d67161,"The End of the Rainbow (Hudson Family, Book 4)",2000
6989a4dd10805f5685d67162,Vengeance in Death,2000
6989a4dd10805f5685d67163,Maya Angelou: The Poetry of Living,2000
6989a4dd10805f5685d67165,Everville,2000
6989a4dd10805f5685d67166,VOICE OF THE HEART,2000
6989a4dd10805f5685d67168,American Dreams: The Imagination of Sam Shepard (PAJ Books),2000
6989a4dd10805f5685d67169,Mary Anne Saves The Day (Baby-Sitters Club #4),2000
6989a4dd10805f5685d6716b,Against the Odds (The Serrano Legacy),2000
6989a4dd10805f5685d6716c,Georgiana,2000
6989a4dd10805f5685d6716e,After Life: Survival of the Soul,2000
6989a4dd10805f5685d67170,The Gamble (G.K. Hall large print book series),2000
6989a4dd10805f5685d67171,Realm of Shadows,2000
6989a4dd10805f5685d67173,I Dreamed of Africa (tie-in edition),2000
6989a4dd10805f5685d67175,A Moveable Feast (Bantam Book),2000
6989a4dd10805f5685d67176,As Time Goes By,2000
6989a4dd10805f5685d67177,Headwind,2000
6989a4dd10805f5685d67178,Immortality,2000
6989a4dd10805f5685d67179,House of Dreams,2000
6989a4dd10805f5685d6717b,A Dog's Life: The Autobiography Of A Stray,2000
6989a4dd10805f5685d6717c,The Adventures of Sherlock Holmes,2000
6989a4dd10805f5685d6717d,The Last Jihad (Political Thrillers Series #1),2000
6989a4dd10805f5685d6717f,"Familiar Lullaby (Fear Familiar, Book 13) (Harlequin Intrigue Series #614)",2000
6989a4dd10805f5685d67181,Dancing in the Dark : The Shadow Side of Intimate Relationships,2000
6989a4dd10805f5685d67183,Shadows of Steel,2000
6989a4dd10805f5685d67184,The Wyndham Legacy (Legacy Series),2000
6989a4dd10805f5685d67185,The Blood Countess (SIGNED),2000
6989a4dd10805f5685d67187,mountain laurel,2000
6989a4dd10805f5685d67189,"The Merchant of Venice: Choice, Hazard and Consequence",2000
6989a4dd10805f5685d6718b,The Parsifal Mosaic,2000
6989a4dd10805f5685d6718c,Disney's Aladdin (Illustrated Classic Series),2000
6989a4dd10805f5685d6718e,Splinter of the Mind's Eye,2000
6989a4dd10805f5685d6718f,Black Boy : A Record of Childhood and Youth,2000
6989a4dd10805f5685d67190,Into the Garden (Thorndike Core),2000
6989a4dd10805f5685d67192,Santa Fe Rules (Ed Eagle),2000
6989a4dd10805f5685d67193,Blessing in Disguise (Red River of the North #6),2000
6989a4dd10805f5685d67194,Choices: A Teen Woman's Journal for Self-Awareness and Personal Planning,2000
6989a4dd10805f5685d67196,Confessions,2000
6989a4dd10805f5685d67198,Harm's Way (Alan Gregory),2000
6989a4dd10805f5685d67199,An Hour Before Daylight: Memoirs of a Rural Boyhood,2000
6989a4dd10805f5685d6719b,Across Five Aprils,2000
6989a4dd10805f5685d6719d,The Coffee Trader: A Novel,2000
6989a4dd10805f5685d6719f,Nightfall,2000
6989a4dd10805f5685d671a1,Fraud : Bringing Light to the Dark Side of Business,2000
6989a4dd10805f5685d671a3,Savannah (Springwater Seasons),2000
6989a4dd10805f5685d671a5,Johnny Got His Gun,2000
6989a4dd10805f5685d671a7,Virus: The Alien Strain,2000
6989a4dd10805f5685d671a9,Scrooge Wore Spurs,2000
6989a4dd10805f5685d671aa,Summerland,2000
6989a4dd10805f5685d671ac,The Gingerbread Man (A Whitman BIG Tell-a-Tale),2000
6989a4dd10805f5685d671ad,"Twilight (Star Trek Deep Space Nine: Mission Gamma, Book 1)",2000
6989a4dd10805f5685d671ae,WLT: A Radio Romance,2000
6989a4dd10805f5685d671af,Velvet Song,2000
6989a4dd10805f5685d671b0,Thornyhold,2000
6989a4dd10805f5685d671b1,The Last Unicorn,2000
6989a4dd10805f5685d671b2,Wedding Party,2000
6989a4dd10805f5685d671b4,WEAVEWORLD,2000
6989a4dd10805f5685d671b5,The taking,2000
6989a4dd10805f5685d671b6,Dave Barry Slept Here: A Sort of History of the United States,2000
6989a4dd10805f5685d671b7,The Evening Star,2000
6989a4dd10805f5685d671b8,"Father and Son: A Study of Two Temperaments (Classic, 20th-Century, Penguin)",2000
6989a4dd10805f5685d671ba,Marilyn: A biography,2000
6989a4dd10805f5685d671bc,The Fall of Atlantis,2000
6989a4dd10805f5685d671bd,At Weddings and Wakes,2000
6989a4dd10805f5685d671be,Eucalyptus,2000
6989a4dd10805f5685d671c0,L.A. Times,2000
6989a4dd10805f5685d671c2,Food: A Culinary History from Antiquity to the Present,2000
6989a4dd10805f5685d671c4,Lost Horizon,2000
6989a4dd10805f5685d671c6,Red (Colors),2000
6989a4dd10805f5685d671c8,Final Justice,2000
6989a4dd10805f5685d671ca,Shallow Graves: Two Women and Vietnam,2000
6989a4dd10805f5685d671cc,Raise The Titanic,2000
6989a4dd10805f5685d671cd,Moonspun Magic (Magic Trilogy),2000
6989a4dd10805f5685d671ce,Assassin's Apprentice,2000
6989a4dd10805f5685d671d0,Dance With the Devil: The Rolling Stones and Their Times,2000
6989a4dd10805f5685d671d2,Chain of Evidence: 2A True Story of Law Enforcement and One Woman's Bravery,2000
6989a4dd10805f5685d671d3,Summer of My German Soldier,2000
6989a4dd10805f5685d671d5,This Boy's Life (Turtleback School & Library Binding Edition),2000
6989a4dd10805f5685d671d7,Life After Life: A Story of Rage and Redemption,2000
6989a4dd10805f5685d671d9,The Legend of Sleepy Hollow,2000
6989a4dd10805f5685d671da,Floating in My Mother's Palm,2000
6989a4dd10805f5685d671db,Cat's Meow: A Novel,2000
6989a4dd10805f5685d671dd,Zia,2000
6989a4dd10805f5685d671df,James Herriots Dog Stories,2000
6989a4dd10805f5685d671e0,"Sundiver (The Uplift Saga, Book 1)",2000
6989a4dd10805f5685d671e1,Thief Of Hearts,2000
6989a4dd10805f5685d671e2,In His Steps: A Timeless Classic Updated in Today's Language,2000
6989a4dd10805f5685d671e4,Flight of the Intruder,2000
6989a4dd10805f5685d671e5,"Under the Duvet : Shoes, Reviews, Having the Blues, Builders, Babies, Families and Other Calamities",2000
6989a4dd10805f5685d671e7,Silver Lining: Special Assets 3,2000
6989a4dd10805f5685d671e9,Night Shadow (Silhouette Intimate Moments No 373),2000
6989a4dd10805f5685d671ea,Private Pleasures,2000
6989a4dd10805f5685d671eb,Her Daughter's Eyes (Nal Accent Novels),2000
6989a4dd10805f5685d671ec,Dawn and the Impossible Three (The Baby-Sitters Club #5),2000
6989a4dd10805f5685d671ed,Shepherds Abiding,2000
6989a4dd10805f5685d671ee,"A Promising Man (and About Time, Too)",2000
6989a4dd10805f5685d671ef,Enchanted Afternoon,2000
6989a4dd10805f5685d671f1,"Absalom, Absalom!: The Questioning of Fictions (Twayne's Masterwork Studies) (No 76)",2000
6989a4dd10805f5685d671f3,In Harm's Way (Silhouette Intimate Moments No. 1193),2000
6989a4dd10805f5685d671f4,HOLLYWOOD KIDS,2000
6989a4dd10805f5685d671f5,"Domes of Fire (The Tamuli Ser., Bk. 1)",2000
6989a4dd10805f5685d671f6,Heartwood: Trickster's Game #1,2000
6989a4dd10805f5685d671f8,Hold the dream,2000
6989a4dd10805f5685d671f9,How to Cook a Tart,2000
6989a4dd10805f5685d671fb,God on a Harley: A Spiritual Fable,2000
6989a4dd10805f5685d671fd,The Cay,2000
6989a4dd10805f5685d671ff,Disney's the Hunchback of Notre Dame: Upside Down and Topsy-Turvy,2000
6989a4dd10805f5685d67201,Jolie Blon's Bounce,2000
6989a4dd10805f5685d67202,Seduced: Two Celebrated Erotic Novels,2000
6989a4dd10805f5685d67204,THE SUN ALSO RISES,2000
6989a4dd10805f5685d67205,Getting the Love You Want: A Guide for Couples,2000
6989a4dd10805f5685d67207,Blood Canticle,2000
6989a4dd10805f5685d67208,river road,2000
6989a4dd10805f5685d67209,Shadowrun (3rd Edition),2000
6989a4dd10805f5685d6720b,Adrian Mole: From Minor to Major By Sue Townsend (The Mole Diaries),2000
6989a4dd10805f5685d6720d,Cat (Fear Street Series #45),2000
6989a4dd10805f5685d6720e,Out Of The Silent Planet,2000
6989a4dd10805f5685d6720f,"Double Exposure (First Daughter Mysteries, Book 1)",2000
6989a4dd10805f5685d67211,Silent Partner,2000
6989a4dd10805f5685d67212,Life 101 : Everything We Wish We Had Learned About Life in School -- But Didn't (The Life 101 Series),2000
6989a4dd10805f5685d67214,Blood Will Tell: A True Story of Deadly Obsession,2000
6989a4dd10805f5685d67216,Hollywood: the Golden Era,2000
6989a4dd10805f5685d67218,A Treasure Worth Seeking,2000
6989a4dd10805f5685d67219,Brothers in Arms,2000
6989a4dd10805f5685d6721b,Cry for the Strangers (Brilliance Audio on Compact Disc),2000
6989a4dd10805f5685d6721c,Trainspotting (Faber Reel Classics),2000
6989a4dd10805f5685d6721e,Gateway,2000
6989a4dd10805f5685d67220,An Ocean Apart: A Novel,2000
6989a4dd10805f5685d67222,ElfQuest: Book 3,2000
6989a4dd10805f5685d67224,"Mama: a True Story, in Which a Baby Hippo Loses His Mama During a Tsunami, But Finds a New Home, and a New Mama",2000
6989a4dd10805f5685d67226,The Spy Who Came In From The Cold,2000
6989a4dd10805f5685d67228,The Cat Who Saw Stars,2000
6989a4dd10805f5685d67229,Moon Women: A Novel,2000
6989a4dd10805f5685d6722b,The Demon in the Freezer: A True Story,2000
6989a4dd10805f5685d6722d,Blue Mars,2000
6989a4dd10805f5685d6722f,Truth Or Dare,2000
6989a4dd10805f5685d67231,The Cassandra Compact: A Covert-One Novel,2000
6989a4dd10805f5685d67232,Sleeping Murder,2000
6989a4dd10805f5685d67233,Bad Blood: Crisis in the American Red Cross,2000
6989a4dd10805f5685d67235,Sky masters,2000
6989a4dd10805f5685d67236,Miss Garnet's Angel,2000
6989a4dd10805f5685d67238,Nerve,2000
6989a4dd10805f5685d6723a,Farriers' Lane,2000
6989a4dd10805f5685d6723b,Altar Ego,2000
6989a4dd10805f5685d6723d,All the King's Men,2000
6989a4dd10805f5685d6723e,"The Cases That Haunt Us: From Jack The Ripper To Jon Benet Ransey, The",2000
6989a4dd10805f5685d6723f,Among Schoolchildren (Signed),2000
6989a4dd10805f5685d67241,Salt Dancers,2000
6989a4dd10805f5685d67242,"Almost Perfect (Perfect Trilogy, Book 1)",2000
6989a4dd10805f5685d67244,The Intruder,2000
6989a4dd10805f5685d67246,Bolt,2000
6989a4dd10805f5685d67248,Lives of Girls and Women: A Novel,2000
6989a4dd10805f5685d6724a,Charming Lily,2000
6989a4dd10805f5685d6724b,A Faint Cold Fear,2000
6989a4dd10805f5685d6724d,The Plan,2000
6989a4dd10805f5685d6724e,Kushiel's Chosen (Kushiel's Legacy),2000
6989a4dd10805f5685d6724f,Phantom,2000
6989a4dd10805f5685d67250,"The Black Swan: Memory, Midlife, and Migration",2000
6989a4dd10805f5685d67251,The Rebel Angels,2000
6989a4dd10805f5685d67253,"Quicksilver: Adventure Games, Initiative Problems, Trust Activities and a Guide to Effective Leadership",2000
6989a4dd10805f5685d67255,Kiss and Tell,2000
6989a4dd10805f5685d67257,Small World,2000
6989a4dd10805f5685d67259,Emily of New Moon,2000
6989a4dd10805f5685d6725a,Against the Wind: Finishing Well in a World of Compromise,2000
6989a4dd10805f5685d6725c,The telling,2000
6989a4dd10805f5685d6725e,Love Story,2000
6989a4dd10805f5685d67260,Honey: Stories,2000
6989a4dd10805f5685d67262,Twice Loved,2000
6989a4dd10805f5685d67263,Random Hearts,2000
6989a4dd10805f5685d67265,The Ladies' Man,2000
6989a4dd10805f5685d67267,Fox River,2000
6989a4dd10805f5685d67269,Years,2000
6989a4dd10805f5685d6726a,DRINK WITH THE DEVIL,2000
6989a4dd10805f5685d6726b,Dreaming: Anthropological and Psychological Interpretations (School of American Research Advanced Seminar Series),2000
6989a4dd10805f5685d6726d,Notes to myself: my struggle to become a person,2000
6989a4dd10805f5685d6726f,The one Tree,2000
6989a4dd10805f5685d67270,"The Yearling (Young Black Stallion, Vol. 5)",2000
6989a4dd10805f5685d67272,The Immortal: The compelling story of a young movie star in dungarees who lived on after death (Cardinal C-338),2000
6989a4dd10805f5685d67274,Cousins,2000
6989a4dd10805f5685d67276,THE FALL OF HYPERION,2000
6989a4dd10805f5685d67278,Funeral in Blue (Windsor Selection),2000
6989a4dd10805f5685d67279,Mount Dragon,2000
6989a4dd10805f5685d6727b,Jane And The Unpleasantness At Scargrave Manor,2000
6989a4dd10805f5685d6727d,Medicine Woman,2000
6989a4dd10805f5685d6727f,The Sisterhood,2000
6989a4dd10805f5685d67281,Tortilla Flat,2000
6989a4dd10805f5685d67282,Seeds of Yesterday,2000
6989a4dd10805f5685d67283,Trust No One (Silhouette Intimate Moments No. 1248),2000
6989a4dd10805f5685d67285,Twisted,2000
6989a4dd10805f5685d67286,Katherine,2000
6989a4dd10805f5685d67288,Cape Cod (Apollo editions),2000
6989a4dd10805f5685d67289,The French Lieutenant's Woman (Turtleback School & Library Binding Edition),2000
6989a4dd10805f5685d6728a,Gaudy Night,2000
6989a4dd10805f5685d6728c,The river: More your friend and less of a stranger,2000
6989a4dd10805f5685d6728d,Hogfather (Discworld),2000
6989a4dd10805f5685d6728e,"Night of the Living Dummy (Goosebumps, No 7)",2000
6989a4dd10805f5685d6728f,"All Shook Up: Music, Passion, & Politics Library Edition",2000
6989a4dd10805f5685d67291,Henry Huggins (50th Anniversary Edition: Includes an Interview with the Author),2000
6989a4dd10805f5685d67292,Z for Zachariah,2000
6989a4dd10805f5685d67294,The Man With a Load of Mischief (The Best Mysteries of All Time),2000
6989a4dd10805f5685d67295,The Yellow Wallpaper,2000
6989a4dd10805f5685d67297,A Star Called Henry,2000
6989a4dd10805f5685d67298,The Power and the Glory,2000
6989a4dd10805f5685d67299,The end of the affair,2000
6989a4dd10805f5685d6729a,New York Dead,2000
6989a4dd10805f5685d6729b,Triple,2000
6989a4dd10805f5685d6729d,On Dangerous Ground,2000
